ID,Text,Label 1,Label 2,Label 3
330_Cleand_Climate1.csv,I have a challenge I challenge John Hewson I challenge him to a debate I challenge him to prove Global Warming I challenge him to challenge God I challenge him to endorse me I challenge him to challenge me. That's my challenge. Now I'm off to clap https://t.co/e51XYEwo15,Negative,Neutral,Neutral
1007_Cleand_Climate1.csv,RT @natalieben: Crucial #climatechange event and where was Michael Gove? @CarolineLucas asks the question https://t.co/HKSX7otDhk,Neutral,Neutral,Neutral
458_Cleand_Climate1.csv,RT @CarbonBubble: Following the UN #IPCC 1.5 degrees #ClimateChange report @arhobley caught up with climate scientist Prof Chris Rapley @u,Positive,Positive,Positive
253_Cleand_Climate1.csv,Climate change? No worries Trump and @GOP says that just fake news. #vote,Positive,Neutral,Neutral
176_Cleand_Climate1.csv,@patrick_barkham @GeorgeMonbiot Since learning about ocean acidification I can t stop thinking that same thought. What do we think happens after the coral dies? When the sea is dead we become Venus very quickly. Ironically the sea absorbing the majority o,Neutral,Neutral,Neutral
304_Cleand_Climate1.csv,Ha I suppose. Not sure how the 200 000 word epic re-imagining of the myth of Atlantis as a progressive military fantasy with underlying climate-change metaphors contributed to the creation of Bigbot mind (please no suggestions...).,Negative,Neutral,Negative
207_Cleand_Climate1.csv,A vision I had about major floods we are now seeing https://t.co/vujSWfoRas #Psychicreadings #spiritual #guidance #help #depressed #sad #charka #psychic #inspiration #guide #truth #psychic #inspiration #mystic #spirit #angels #climatechange #hurricanes #NaturalDisaster,Neutral,Neutral,Positive
986_Cleand_Climate1.csv,RT @matthewmercer: Now that the ridiculous Climate Change Doesn t Exist argument is thoroughly shattered let s cast aside this willful i,Positive,Positive,Positive
781_Cleand_Climate1.csv,RT @VoteCarrigan: We must act now to save our planet. If we don't elect leaders in the midterms who understand the dangers of climate chang,Positive,Positive,Positive
1253_Cleand_Climate1.csv,Your voice matters! Tell the Ontario government we need an effective plan to fight #climatechange https://t.co/ZTM7Qkem5c #onpoli,Positive,Positive,Positive
832_Cleand_Climate1.csv,RT @brogthefrog: Another veiled threat. Call to arms and likely activating sleepers cells again. Keep your head on a swivel stay vigil,Neutral,Neutral,Positive
1176_Cleand_Climate1.csv,This guy makes total sense. What misguided buffoons we have leading our country. The media tragically support them. Unless we change direction rapidly we are heading into an abyss - and the outcome will not be good for any of us.,Negative,Neutral,Negative
889_Cleand_Climate1.csv,RT @elliot_sperber: Florida will survive Hurricane Michael but it won't survive future hurricanes sea-level rise and global warming - un,Positive,Positive,Positive
550_Cleand_Climate1.csv,RT @HamillHimself: 18-29 year-olds would CONTROL GOV'T if they ALL VOTED! Go to https://t.co/mSsdHtgKeF & VOTE for Equality of Women-LGBTQ,Neutral,Positive,not-relevant
812_Cleand_Climate1.csv,RT @andishehnouraee: Since it s insensitive to talk about climate change during a hurricane maybe we could talk about gun violence for a f,Positive,Neutral,Neutral
1156_Cleand_Climate1.csv,The case for a carbon tax https://t.co/zxVdIM5Ng5 #ClimateChange https://t.co/TYt8dhbQ29,Negative,Neutral,Positive
473_Cleand_Climate1.csv,RT @ClimateNewsNZ: Climate change: Why it's not too big - and not too late https://t.co/ZuML8A7vIl (via NZHerald) https://t.co/hnpLlD1O5N,Positive,Positive,Positive
735_Cleand_Climate1.csv,RT @SmoshIan: I rarely soapbox but USA people: I don't care if you vote Democrat or Republican. The current administration does not suppo,Positive,Positive,Neutral
1079_Cleand_Climate1.csv,RT @tan123: Hayhoe thinks the right question is how did climate change NOT affect this hurricane? We know we shd be more afraid of hurri,Positive,Negative,Neutral
89_Cleand_Climate1.csv,@MohamedGhilan Please stop eating meat or we're all going to die from ephemeral climate change is not a persuasive argument especially when the biggest pushers of drastic reductions in standard of living themselves live like kings.,Positive,Negative,Neutral
1207_Cleand_Climate1.csv,We believe Australia is failing as a regional leader https://t.co/oxt40bGdVo,Neutral,not-relevant,Negative
1002_Cleand_Climate1.csv,RT @musacchios: Since everyone is surfing on this #banksy wave thought we'd also make one about #climatechange #globalwarming https://t.co,Positive,Neutral,Positive
12_Cleand_Climate1.csv,#Trump Expresses Doubt on Bombshell UN Climate Change Report https://t.co/iTl9wUqYaC https://t.co/OK4Ty6iGuP,Positive,Positive,Negative
191_Cleand_Climate1.csv,@superman4ever02 @Overlapping @WhiteHouse @realDonaldTrump @SecNielsen @FEMA_Brock @fema Every person with a brain said Sandy was enhanced by climate change.,Neutral,Neutral,Positive
658_Cleand_Climate1.csv,RT @MoistureVapor8r: @peterdaou The #GOP is in cahoots with Russia to develop Arctic LNG & ignore #methane leaks during #climatechange! As,Neutral,Positive,Positive
453_Cleand_Climate1.csv,RT @CTV_PowerPlay: Alberta UCP Leader @jkenney is on the show to talk about the federal carbon tax. Catherine McKenna just told Don the Con,Neutral,Positive,Neutral
376_Cleand_Climate1.csv,One of my friends from high school is an incredible engineer focused on water and climate change and she offers Skype classroom visits. So if you re an educator and might be interested here s her link: https://t.co/PBiy4WWKNh,Negative,Positive,Neutral
504_Cleand_Climate1.csv,RT @DurwoodZaelke: Climate change should not be a divisive political issue. It s an issue of fundamental data-driven science of human trag,Positive,Neutral,Positive
299_Cleand_Climate1.csv,Graduate the system too. Have the price be low for the first x amount (average household) then ramp it up so industries that pollute pay.,Positive,Positive,Positive
427_Cleand_Climate1.csv,RT @BedfordSonya: We can build so many renewable energy projects in 12 years cmon let s unleash the turbines surely no one thinks it s a,Negative,Positive,Positive
222_Cleand_Climate1.csv,As long as their president pretends that climate change is a hoax events like this are inescapable. #hurricanemichael2018 #globalwarming Unimaginable devastation : Biggest storm in a century slams into Florida | The New Daily https://t.co/uoCwRA7kDF,Neutral,Neutral,Positive
145_Cleand_Climate1.csv,@didikins4life @ESA_org @usgcrp The percent of Americans that believe in #globalwarming hits a 10-year high https://t.co/4Hc6klem01,Positive,Neutral,Negative
981_Cleand_Climate1.csv,RT @lizbonnin: I ll just leave this here.. #DrowningInPlastic #ClimateChange https://t.co/5d2ScC2jE6,Positive,Positive,Positive
1171_Cleand_Climate1.csv,These are unprecedented and exciting times,not-relevant,not-relevant,Positive
955_Cleand_Climate1.csv,RT @jspoupart: Floods famines mass exodus depleted grain supplies sunken naval bases and coastal cities under water. Harrowing intervi,Neutral,Positive,Positive
750_Cleand_Climate1.csv,RT @TerliWetter: Yes that is indeed a good suggestion. I was using #ClimateEmergency or #ClimateCrisis #ClimateBreakdown is good - may,Positive,Positive,Positive
1094_Cleand_Climate1.csv,RT @themarketswork: Start here: Why do the 55 different models used by the IPCC differ in their descriptions of the past century s global,Negative,Neutral,Neutral
673_Cleand_Climate1.csv,RT @NickRossTech: If you want to know what's wrong with Australia this is a good tip. Front page of the BBC is the Aus government's crimin,Positive,not-relevant,Neutral
935_Cleand_Climate1.csv,RT @impact2030: SDG Knowledge Weekly: Fighting Climate Change Financing Climate Action: https://t.co/HYtzJiyGAn,Positive,Positive,Positive
1279_Cleand_Climate1.csv,the new normal my brother is an emergency relief expert at FEMA. He has been on the road forever - Virgin Islands > Puerto Rico > Hawaii > North Carolina. He flew into the panhandle last night to get there ahead of #HurricaneMichael climate change is real and it's here,Neutral,Neutral,Positive
1202_Cleand_Climate1.csv,Unpacking the Devastating UN Report on Climate Change https://t.co/98R2eVRybu,Neutral,Positive,Positive
391_Cleand_Climate1.csv,Pissed off with the World leaders there's so much more they can do but they refuse to step up when it actually matters. There's only 1 world. #oneworld #GlobalWarming #IPCCReport #climatechange @realDonaldTrump @10DowningStreet @thepmo @PutinRF_Eng @donaldtusk @EUCouncil https://t.co/O0gCrimjwa,Neutral,Positive,Positive
858_Cleand_Climate1.csv,RT @dannychun: We should name our hurricanes after these companies https://t.co/WG0eqMO7fU,Positive,Positive,Positive
1125_Cleand_Climate1.csv,Remember When Governor Rick Scott Banned The Words Climate Change in Florida? https://t.co/opTX8PfxS5,Positive,Positive,Neutral
576_Cleand_Climate1.csv,RT @Jackthelad1947: The worst storm in a over a century This is why the #IPCC is warning us to take #ClimateAction #auspol #qldpol #nsw,Positive,Positive,Neutral
909_Cleand_Climate1.csv,RT @gelliottmorris: Our data team pubbed a fantastic chart yesterday about that recent IPCC report on the planet's path to 1.5 C https://t,Positive,Positive,Positive
704_Cleand_Climate1.csv,RT @RepJoeKennedy: Climate change is real and it is here. It is no longer about how we prepare but how we respond. We can pretend it doesn,Positive,Positive,Neutral
1048_Cleand_Climate1.csv,RT @rickrabe: They are aptly called acts of god because according to scripture god is one of the most unpleasant and destructive charac,Positive,not-relevant,Neutral
58_Cleand_Climate1.csv,@FLGovScott @FloridaChiefs @FLSheriffs #ClimateChangeIsReal Read the #science at https://t.co/nnxRYrVF9A #ClimateActionNow Born & raised in South #Florida I know that #ClimateActionNow is ONLY way @350 @350_Espanol,Positive,not-relevant,Positive
499_Cleand_Climate1.csv,RT @DissentMag: At a bare minimum we have to ditch fossil fuels to have a halfway decent shot at averting planetary catastrophe as quic,Positive,Neutral,Positive
627_Cleand_Climate1.csv,RT @Liz_Wheeler: The new United Nations Climate Change report stated there is no correlation between severe weather & climate change. Stop,Positive,Positive,Positive
422_Cleand_Climate1.csv,RT @AstroKatie: Australia s short-lived carbon price was a striking demonstration of what happens when a policy is effective for dealing wi,Positive,Positive,Neutral
345_Cleand_Climate1.csv,If they really cared about stopping climate change why not advocate for reducing immigration into the West - citizens of developed western nations have higher emmissions per capita.,Positive,Positive,Positive
140_Cleand_Climate1.csv,@climatesolution Don't forget European-owned #USOil in #Tacoma who is refining crude & tar-sands into fuel sent by rail and pumped to 15 states. They are also large campaign contributor to Tacoma mayor. #EndFossilFuelMoney #ActOnClimate #WeDontHaveTim,Neutral,Positive,Positive
268_Cleand_Climate1.csv,Do I like this more than any other?,not-relevant,not-relevant,Neutral
114_Cleand_Climate1.csv,@Taniel @alexbpickett We just voted to allow felons the right to vote in Florida. But Florida is full of crazy stupid old racist folks. It s demoralizing. I hate everyone these days. They also question climate change. Selfish f**ks.,Negative,Neutral,Positive
950_Cleand_Climate1.csv,RT @joangrande: so Powerful @neiltyson .. reading this sent a shiver down my spine. Truth be told!!!! https://t.co/dc1XaIe9lj,Positive,Negative,not-relevant
873_Cleand_Climate1.csv,RT @didikins4life: Trump suggested that the world's climate might actually be fabulous and that he'd seen reports expressing that positi,Neutral,Neutral,Positive
1140_Cleand_Climate1.csv,Silver bullet to suck CO2 from air and halt climate change ruled out | Environment | The Guardian #IPPC #BeyondCoal #climatechange https://t.co/84W5r3rrJc,Positive,Negative,Neutral
796_Cleand_Climate1.csv,RT @_richardblack: As a farmer I ve seen impacts of climate change this year says Ann Jones of @womensinstitute - flooding and storms. A,Positive,Neutral,Positive
591_Cleand_Climate1.csv,RT @JohnP_Connected: What Steven said #netzero and #ClimateChange has to be top of the agenda. Time is running out! https://t.co/NYBMgqJAZ8,Positive,Positive,Positive
5_Cleand_Climate1.csv,#Climatechange will get worse,Positive,Neutral,Positive
1063_Cleand_Climate1.csv,RT @seansherlocktd: This week of all week's should have seen this Government tackle Climate Action. Instead we saw a lack of imagination fr,Neutral,Positive,Positive
904_Cleand_Climate1.csv,RT @frannyarmstrong: #climatebreakdown it is https://t.co/4Y2Y0isjMn,Neutral,Negative,Positive
1248_Cleand_Climate1.csv,Yes they certainly do. I just wish for the day the correlation will consistently be headline news,Negative,not-relevant,Neutral
53_Cleand_Climate1.csv,@DesProctor Seriously you need to cut the climate change crap. This has nothing to do with AGW because AGW is a fabrication. The last cat 4 hurricane to make land fall was in 2004 and there were many more pre industrialisation then what there is now so pl,not-relevant,Neutral,Positive
699_Cleand_Climate1.csv,RT @RachelAzzara: 3. I am not ok with sitting by in denial while our planet faces certain peril and our children face uncertain futures for,Neutral,Positive,Neutral
360_Cleand_Climate1.csv,Less ice warmer temps in Great Lakes has fish moving or dying and invasive species thriving. We must sound the alarm on Climate Change to save the Great Lakes. https://t.co/mvEDnQAhjF,Positive,Positive,Positive
827_Cleand_Climate1.csv,RT @billmckibben: Probably just ran out of space but you forgot break the political power of the fossil fuel industry. https://t.co/qImA,Neutral,not-relevant,not-relevant
622_Cleand_Climate1.csv,RT @LeeCamp: #HurricaneMicheal is the largest hurricane to ever hit the Florida panhandle. A few weeks ago we saw a 1 000-year water event,Neutral,not-relevant,not-relevant
545_Cleand_Climate1.csv,RT @GreenpeaceAP: Wentworth voters this time send a message by voting for action on climate change! #wentworthvotes https://t.co/8lAy,Positive,Positive,Positive
340_Cleand_Climate1.csv,I wrote a piece that is going to annoy some people https://t.co/XUd08mU0tm,Positive,Negative,not-relevant
1017_Cleand_Climate1.csv,RT @nytclimate: Climate change is having an effect on hurricanes. @kendrawrites explains the relationship. https://t.co/ViV4vDfjU0,Positive,Neutral,Neutral
27_Cleand_Climate1.csv,@ aquabat @RespectElves I was gonna say something but I realized you said climate change not man-made. My mistake of course natural changes in climate would lead to changes in storm behavior.,Neutral,Neutral,Neutral
468_Cleand_Climate1.csv,RT @ChrisPappasNH: Most people have moved past whether climate change is real & brought about by human activity; we're onto discussing solu,Positive,Positive,Positive
263_Cleand_Climate1.csv,Dave Sharma says Liberals 'doing enough' on climate after Hewson attack So Mr Sharma must get no votes he's a TYPICAL COALITION CLIMATE CHANGE DENIER https://t.co/FzjcDayk0G,Positive,Positive,Neutral
186_Cleand_Climate1.csv,@romyreiner Maybe we should rename climate change to womb. Perhaps they d care then.,Neutral,Neutral,Positive
314_Cleand_Climate1.csv,How a Fortnite squad of scientists is hoping to defeat climate change https://t.co/5w9eqswyDl @Verge,Positive,Negative,Neutral
237_Cleand_Climate1.csv,Check out the results of yesterday's QUESTION OF THE DAY:,Neutral,Neutral,not-relevant
217_Cleand_Climate1.csv,Any person that blames climate change on hurricanes I have no more respect for you. Climate change is as real as the gender wage gap. Which is about as real as me being an NBA MLB and NFL all star athlete.,not-relevant,Neutral,Negative
996_Cleand_Climate1.csv,RT @mineifiwildout: lana del rey gotta throw hands with climate change next,Neutral,Neutral,Positive
791_Cleand_Climate1.csv,RT @Zaefyehundo: Smh why all this shit got to happen while I m alive https://t.co/JCZjfirhBb,Positive,Neutral,not-relevant
0_Cleand_Climate1.csv,#ActOnClimate #Michael Time for a just transition off fossil fuel. https://t.co/evhyNMxkN2,Positive,Positive,Neutral
1263_Cleand_Climate1.csv,harmless tweet: reusable shopping bags are nice person who hates vegans in the replies: actually since corporations are responsible for climate change that means i can refuse to ever diminish my waste. i won t eat a veggie burger until op singlehandedly dismantles capitalism,Negative,Positive,Neutral
842_Cleand_Climate1.csv,RT @cgtnamerica: A major U.N. report on climate change is calling for unprecedented change before the damages become irreversible. Scient,Positive,Positive,Positive
1186_Cleand_Climate1.csv,This week we held a community briefing in #Orlando One year After Hurricane Maria: What It Means for #ClimateAction. We were joined by @RepDarrenSoto. Watch the event here: https://t.co/asoTqCfCrL https://t.co/JJkzlidNO6,Neutral,Positive,Neutral
560_Cleand_Climate1.csv,RT @HoustonMatters: NOW: With a recent report calling for urgent action on climate change we talk with @gdillin from @HARCresearch about e,Neutral,Neutral,Positive
822_Cleand_Climate1.csv,RT @atrupar: REPORTER: Have you read the alarming UN report about imminent drastic climate change? TRUMP: It was given to me & I want t,Positive,Positive,Positive
1166_Cleand_Climate1.csv,The world has just over a decade to get climate change under control U.N. scientists say - The Washington Post https://t.co/vEbl0QsPvC,Positive,Neutral,Neutral
483_Cleand_Climate1.csv,RT @CubaRaglanGuy: Eating a mostly plant-based diet is a bit of #climateaction we can all participate in https://t.co/1uTLLf5gvO,Neutral,Positive,Positive
745_Cleand_Climate1.csv,RT @SueMiTerry: Fascinating conversation with 3 prominent NK defectors Ri Jong-ho Ji Seong-ho & Kang Cheol-hwan about how change in polit,not-relevant,Positive,not-relevant
1089_Cleand_Climate1.csv,RT @thebradfordfile: Dear Coal Miners: The mouthpiece for progressive ideology & climate religion thinks your jobs are expendable & more $,Negative,Negative,Negative
99_Cleand_Climate1.csv,@RVAwonk Climate change karma is a bitch.,Positive,Positive,Negative
1217_Cleand_Climate1.csv,Well this is a fun grim tool to predict the horrible future ahead.,Positive,Neutral,Neutral
22_Cleand_Climate1.csv,12 years. We ve got to do better.,Positive,Neutral,Positive
1012_Cleand_Climate1.csv,RT @ninodicara: If you were concerned about the UN's report on climate change you have just over 24 hours to comment on Ontario's decision,Neutral,Positive,Positive
668_Cleand_Climate1.csv,RT @NathanHRubin: Rick Scott & Marco Rubio are right to be concerned for their constituents. They re right about the deadly nature of the,not-relevant,not-relevant,Negative
463_Cleand_Climate1.csv,RT @Chowder_Society: It's an ugly truth. I suppose they are building bunkers for their offspring because there is no way they really believ,Positive,Neutral,Negative
386_Cleand_Climate1.csv,People Love to Say We Are Causing Climate Change. But Who Is We? https://t.co/VLG0SN5jqm,Neutral,Neutral,Neutral
719_Cleand_Climate1.csv,RT @SeanAstin: DEVASTATING #HuricaneMichael @WhiteHouse Oval Office Press Conference #WhiteHousePressCorp Grade: D- {national disgrace,Positive,Positive,Neutral
514_Cleand_Climate1.csv,RT @EllieConnors1: in the jonas brothers classic hit year 3000 they sang not much has changed but they live under water and they were i,Neutral,Positive,Positive
437_Cleand_Climate1.csv,RT @Borealconserve: Billions of birds rely on the #Boreal Forest for their survival some will face major threats from #climatechange but,Neutral,Neutral,Positive
232_Cleand_Climate1.csv,California s Gas-Tax Repeal Campaign Cites Epic Levels of Climate Change Taxpayer Waste and Abuse via @freebeacon https://t.co/2PoaEvkQpK,Positive,Positive,Neutral
155_Cleand_Climate1.csv,@gmbutts @roxannelwright Andrew Scheer is a Do Nothing Kind of a Guy! #ClimateChangeIsReal Andy! #cdnpoli #onpoli #ableg #polqc #bcpoli #topoli #ottpoli,Neutral,Positive,Positive
991_Cleand_Climate1.csv,RT @michalrozworski: Eco-consumerism may expiate your guilt. But it s only mass movements that have the power to alter the trajectory of t,Neutral,Positive,Neutral
1181_Cleand_Climate1.csv,This is what leadership looks like.,not-relevant,not-relevant,Negative
109_Cleand_Climate1.csv,@SenatorLeahy @TomTolesToons All INSURANCE COMPANIES who insure property all Americans who see insurance costs skyrocket all business owners all Cities & Towns who spend billions to repair & replace lost infrastructure ALL AMERICAN TAXPAYERS who p,Neutral,not-relevant,Positive
965_Cleand_Climate1.csv,RT @kathrynschulz: Loss is almost invariably the nature writer's subject. What a concise description of a huge and tragic shift in thi,Positive,Positive,Positive
760_Cleand_Climate1.csv,RT @TiffanyBond: Meanwhile this is Maine on October 10th. Strawberries trying to pop again in *OCTOBER* #mepolitics #climatechange #Cl,Neutral,Positive,Neutral
1232_Cleand_Climate1.csv,Why is nobody caring about this the amount of hurricanes there have been just these past few weeks is ridiculous! People our earth has served us a long ass time and now we need to take care of it before we parish!!!,Positive,Neutral,Positive
683_Cleand_Climate1.csv,RT @PSRenvironment: Thanks to #climatechange storms like #HurricaneMichael may be more intense and may inflict greater damage. They may al,Neutral,Neutral,Positive
945_Cleand_Climate1.csv,RT @jasonhickel: Let's not kid ourselves. The emissions reductions that the #IPCC says are necessary for us to prevent catastrophic climat,Neutral,Neutral,Negative
1212_Cleand_Climate1.csv,We not only produce more than enough food to feed the current population but also enough to feed 10 billion people. The problem is...the hungry and the environment are paying for humankind s bad habits. https://t.co/Sl3bWGFgaU,Positive,Negative,Neutral
868_Cleand_Climate1.csv,RT @deniseshrivell: There it is. No wonder Sharma isn't turning up to any #wentworthvotes candidate forums & is keeping a low profile. T,not-relevant,Positive,Neutral
1135_Cleand_Climate1.csv,Seeing progressive Christians day things like vote for Democrats or it will be the end of the world in regards to climate change essentially exposes what I ve been suspicious of for a long time: Nationalism isn t limited to conservatism. And it s still idolatry.,Negative,Neutral,Negative
586_Cleand_Climate1.csv,RT @JimGandyWLTX: From the UK Met Office. https://t.co/SKxFZare7w,Positive,not-relevant,Negative
919_Cleand_Climate1.csv,RT @greenpeaceusa: As Floridians brace for Hurricane Michael Florida Governor Rick Scott still refuses to acknowledge #climatechange and i,Neutral,Positive,Positive
714_Cleand_Climate1.csv,RT @SREnvironment: Climate change: Act now or pay a high price says UN expert https://t.co/AAe8rgEPxg,Positive,Positive,Positive
1058_Cleand_Climate1.csv,RT @sapinker: A plan to fight climate change that goes beyond Wouldn't it be nice.... https://t.co/Rn9R8oP3lb via @HuffPost,Neutral,Positive,Neutral
68_Cleand_Climate1.csv,@HumanistReport @FoxNews Meanwhile the propagandists at the other networks live in a world where climate change is real but go out of their way to never draw a connection between it and severe weather events. 3 minutes of lip service before I guess we'll,Positive,Positive,Positive
637_Cleand_Climate1.csv,RT @MariaCatRescue: @Timpmurray Yes! @tafensw needs to be a lot cheaper like Victoria! @InvestinTAFE vote #TimMurray on #Oct20 #WentworthB,Positive,not-relevant,not-relevant
432_Cleand_Climate1.csv,RT @Bill_Esterson: Climate change is a threat to the survival of life on earth. So why does @BBCr4today allow John Humphries to sneer at th,Positive,Positive,Positive
355_Cleand_Climate1.csv,It's amazing that corporations still pay hacks like this guy to come up with such easily disprovable tripe - https://t.co/CHk4faeIm6 oh look a record of how every single named glacier in GNP has lost area from 1966 to now. Highly probable event in stable climate world.,Negative,Neutral,Negative
150_Cleand_Climate1.csv,@elizabethforma @algore Climate change has been going on since creation. The climate changes from winter to spring summer and fall. Embrace it Pocahontas.,Negative,Neutral,Positive
278_Cleand_Climate1.csv,Drew it? It is not one of the usual crayon sketches you get from your staff. What a dolt. It would be funny if he weren t in charge.,Positive,Neutral,Neutral
201_Cleand_Climate1.csv,@washingtonpost Dire climate report? Remember when they use to call it 'Global Warming'? When that failed to prove true they had to change the name to 'Climate Change'. The climate has been changing for centuries nothing new yawn.,Negative,Negative,Negative
124_Cleand_Climate1.csv,@WhiteHouse @realDonaldTrump @SecNielsen @FEMA_Brock @fema Climate change has been happening for a very long time... Hurricanes like this one have been happening for thousands of years.,Positive,Negative,Negative
309_Cleand_Climate1.csv,Here's what you can do to help: Figure out how to successfully bend space time. Build a time machine. Go back in time to prevent the Industrial Revolution from ever occurring.,Neutral,Positive,not-relevant
960_Cleand_Climate1.csv,RT @kailanbritton: imagine not believing in global climate change... imagine being that much of an idiot,Neutral,Positive,Positive
883_Cleand_Climate1.csv,RT @dtdchange: Why we can t reverse climate change with negative emissions technologies https://t.co/7aqhCDCP3h #BECCS #CCS #IPCC #NETs,Neutral,Positive,Positive
1150_Cleand_Climate1.csv,That's 4 only...,Positive,Neutral,Neutral
1073_Cleand_Climate1.csv,RT @steadyblogging: Thread of brutal subtweets: https://t.co/sVa5EtCaLJ,Neutral,not-relevant,Neutral
914_Cleand_Climate1.csv,RT @gmbutts: It s been 163 days since Scheer promised a comprehensive climate change plan that would meet targets without a price on pol,Neutral,Negative,Positive
1258_Cleand_Climate1.csv,but they still have the nerve to comment on how my body fat is going to kill me (as if violence climate change political unrest pollution etc. won't get me first),Negative,not-relevant,Positive
63_Cleand_Climate1.csv,@GOP @fema And make sure like idiot #TraitorTrump & the anti-science GOP you keep pretending climate-change is a hoax.,Neutral,Positive,Negative
370_Cleand_Climate1.csv,New post: Trevor Noah Bashes Brett Kavanaugh By Looking On The Bright Side Of Climate Change https://t.co/tZkBILQypt,Neutral,not-relevant,Positive
837_Cleand_Climate1.csv,RT @cat_munera: This is the same as a cigarette company saying that to combat lung cancer we need more aggressive treatments instead of get,Negative,not-relevant,Positive
632_Cleand_Climate1.csv,RT @MRobertsQLD: OMG Isn t that the white power symbol? https://t.co/dYZPIWC3ny,Neutral,not-relevant,Neutral
1104_Cleand_Climate1.csv,RT @treerespecter: Instead of doing all this dumb shit that won t help a thing here s what should be done -cut financial aid to all third,Positive,Negative,not-relevant
555_Cleand_Climate1.csv,RT @HarrisonHopkins: UN-backed scientists announced today that if we don't get climate change under control soon it won't be long before w,Positive,Neutral,Positive
1027_Cleand_Climate1.csv,RT @pchallinor: No doubt the @Conservatives' antisemitism problem will be daily front-page news almost from the moment @guardiannews's inte,Neutral,not-relevant,Neutral
37_Cleand_Climate1.csv,@BBCNews Forget climate change Brexit and the rising tide of nationalism. this is the issue of our time. Good God.,Positive,Negative,Negative
478_Cleand_Climate1.csv,RT @ConservationOrg: Wine has been made for thousands of years but #climatechange is impacting the ways this beverage is produced today. #W,Neutral,Positive,Neutral
273_Cleand_Climate1.csv,Don t eat meat and Great Barrier Reef dying is a hoax stupid explaining stupid to stupid,Positive,Positive,Positive
606_Cleand_Climate1.csv,RT @KateAronoff: Scared by that new report on climate change? Here's what you can do to help: Seize the state Bring the fossil fuel i,Negative,Positive,Positive
401_Cleand_Climate1.csv,RT @350Australia: Live from the #WentworthByElection. Tune in now! #WentworthVotes #climatechange #auspol #1o5C #1point5 https://t.co/lw6F,not-relevant,not-relevant,Neutral
17_Cleand_Climate1.csv,#climatechange is real and it s here. #HurricaneMichael,Neutral,Neutral,Positive
196_Cleand_Climate1.csv,@tom_watson What steps are you taking about the IPCC report on Climate Change ?.,Negative,Positive,Positive
324_Cleand_Climate1.csv,I KNOW ROMY IT IS COMPLETELY INSANE BUT REPUBLICANS ARE BASICALLY GODLESS RUDDERLESS AND DICKLESS HAVING HATE FOR ANYONE NOT WHITE AND OLD AND DECREPID!,Positive,not-relevant,Negative
247_Cleand_Climate1.csv,Climate change is science NOT opinion & science says - US EIA: Scientists know with virtual certainty that increasing greenhouse gas concentrations tend to warm the planet. - #climatechange #sciencematters,Positive,Positive,Positive
509_Cleand_Climate1.csv,RT @EcoInternet3: Climate change: Why it's not too big: New Zealand Herald https://t.co/X2yE5yThT2 #environment | More w/ Eco-Search: https,Positive,Positive,Neutral
227_Cleand_Climate1.csv,Bette Midler such a troubled woman. Could it be from when Jeraldo Rivera came in and stuck an ampule of something under her nose and she inhaled it and he raped her as Bette claimed decades ago?,not-relevant,Neutral,Positive
1273_Cleand_Climate1.csv,m kfc unlock my phone i socket switch n m exports kolk height kilimanjaro forests role in climate change j silverlakeuerte t d boundary crossword clue n email client westover ga pokemon stadium 2 ovp https://t.co/JUjlqQGfou < +356usd/day https://t.co/ygI3IZuLRp,Negative,not-relevant,Positive
852_Cleand_Climate1.csv,RT @coralsncaves: Conversations are important in academia too. I was honored to have you at my USC talk Peter where I laid the emotion on,Neutral,Positive,not-relevant
1196_Cleand_Climate1.csv,True.,Positive,not-relevant,Positive
570_Cleand_Climate1.csv,RT @JPCrump: To avoid catastrophic climate change we need carbon pricing /via @globeandmail https://t.co/kRfsGonnBi,Positive,Negative,Positive
493_Cleand_Climate1.csv,RT @Deb4CongressNM: Today I was honored by the Santa Fe Area Home Builders Association with the Climate Justice Award. In light of the IPCC,Neutral,Neutral,Neutral
755_Cleand_Climate1.csv,RT @TheRealDratch: It s this guy and his pals or your kids. Choose wisely Nov 6. https://t.co/KiYVYBRdcK,not-relevant,Positive,not-relevant
1099_Cleand_Climate1.csv,RT @timjonesbooks: Huge reductions in meat-eating are essential to avoid dangerous #climatechange according to the most comprehensive anal,Neutral,Neutral,Positive
1227_Cleand_Climate1.csv,Who Is the We in We Are Causing Climate Change ? https://t.co/AgVrXxjClD,not-relevant,Neutral,Positive
1022_Cleand_Climate1.csv,RT @paintingbrat: So hurricane Michael has rapidly strengthened to a category 4 hurricane I hate to have to remind you but Climate change,Positive,Positive,Negative
32_Cleand_Climate1.csv,@ABCthedrum What if climate change denying was a religion?,Positive,Positive,Positive
678_Cleand_Climate1.csv,RT @OmarAlexis: By the way as @BillNye told me today this guy as Governor of FL has banned the phrase climate change from all staff mee,Negative,Neutral,Positive
806_Cleand_Climate1.csv,RT @alroker: This is unfortunately becoming the norm; rapidly intensifying storms. Another by product of #climatechange Wamer ocean waters,Positive,Positive,Neutral
601_Cleand_Climate1.csv,RT @KHayhoe: When scientists first started talking about climate change decades ago says @MikeNelson247 they didn t realise they needed a,Neutral,Positive,Neutral
396_Cleand_Climate1.csv,Prove it!,Neutral,not-relevant,not-relevant
